timestamp_ms,vehicle_id,speed_kmh,throttle_percent,brake_light,acceleration_g,steering_angle_deg,motor_rpm,motor_hv_voltage,motor_hv_current,motor_torque_nm,gear_selector,dbc_signal_count
0.505,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.508,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.511,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.514,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.516,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.516,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.519,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.522,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.525,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.525,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.527,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.530,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.533,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.533,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.536,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.539,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.541,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.541,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.544,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.544,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.547,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.550,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.552,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.553,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.555,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.558,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.561,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.563,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.566,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.566,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.569,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.572,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.575,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.577,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.580,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.583,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.583,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.586,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.588,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.591,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.594,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.597,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.597,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.600,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.602,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.603,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.605,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.608,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.611,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.614,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.614,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.616,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.619,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.622,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.622,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
